character,unicode,mc,pu,ct,kr,vn,jp_go,jp_kan,jp_tou,jp_kwan,jp_other
"簂","7C02","kuaih","guo2,gui4","gwok3","gwe",,"/kyaku(kwyaku)/","kaku(kwaku)",,,
"簃","7C03","je,drie","yi2","ji4","i",,"i","i",,,
"簄","7C04","ghox","hu4",,"ho",,"/gu/,/go/","ko",,,
"簅","7C05","srenx","chan3","caan2","san",,,,,,
"簆","7C06","khuh","kou4","kau3","gu",,"/ku/","kou",,,
"簇","7C07","chuk","cu4","cuk1(zuk6)","jok,chak","thoocs,thaaus","[1]/su/[2]soku[3]saku","[1]/sou/[2]soku[3]saku",,"[1]zoku",
"簈","7C08",,"ping2",,"byeong",,,,,,
"簉","7C09","chriuh","zao4","zou6(cau3,cou3)","chu","suwus","/syu/","/suu/",,"syuu(siu)",
"簊","7C0A",,"ji1","gei1","gi",,,,,,
"簋","7C0B","kyix","gui3","gwai2","gwe","quyx","ki(kwi)","ki(kwi)",,,
"簌","7C0C","suk","su4","cuk1(suk1)","sok","toocs","soku","soku",,,
"簍","7C0D","lu,lyox,lux","lou3","lau5","ru(nu)","laau,lux","/ru/","rou",,,
"簎","7C0E","zruk,chriek,ziek","ce4,ji2","cok3","chak",,"[1]/syaku/[2]/zaku/","[1]seki[2]saku",,,
"簏","7C0F","luk","lu4","luk1(luk6)","rok(nok)","loocj","roku","roku",,,
"簐","7C10",,"nian3","nin2","nyeon(yeon)",,,,,,
"簑","7C11",,"suo1","so1","sa,soe","thoa","[1]sa[2]/se/","[1]sa[2]sai",,,
"簒","7C12",,"cuan4",,"chan","soans","/sen/","san",,,
"簓","7C13",,"diao1",,"jo",,"[1]/son(somu)/[2]sin(simu)","[1]san(samu)[2]sin(simu)",,,
"簔","7C14",,"suo1",,"sa",,"[1]sa[2]/se/","[1]sa[2]sai",,,
"簕","7C15",,"le4",,"reuk(neuk)",,,,,,
"簖","7C16",,"duan4",,"dan","ddoans",,,,,
"簗","7C17",,"zhu4",,"ryang(yang)",,"/ru/","rou",,,
"簘","7C18",,"xiao1",,"so",,,,,,
"簙","7C19","pak","bo2","bok3","bak",,"haku","haku",,,
"簚","7C1A",,"mi4,mie4",,"myeok",,,,,,
"簛","7C1B",,"shai1",,"si",,"si","si",,,
"簜","7C1C","thang,dangx","dang4","dong6","tang",,,,,,
"簝","7C1D","leu,lau","liao2","liu4(lou4)","ryo(yo)",,,,,,
"簞","7C1E","tan","dan1","daan1","dan","ddan","tan","tan",,,
"簟","7C1F","demx","dian4","tim5,dim3","jeom","ddieemj","/den(demu)/","ten(temu)",,"/tan/",
"簠","7C20","pyo,pyox,phyoh","fu3","fu2","bo","phur","/hu/","/hu/",,"ho",
"簡","7C21","krenx","jian3","gaan2","gan","gianr","/ken/","*kan*",,,
"簢","7C22","minx","min3","man5","min",,,,,,
"簣","7C23","gyih,khruaih","kui4","gwai6","gwe","quyx","/gi(gwi)/","ki(kwi)",,,
"簤","7C24",,"dai4",,"dae",,,,,,
"簥","7C25","kieu","jiao1","giu1","gyo",,"kyou(keu)","kyou(keu)",,,
"簦","7C26","tong","deng1","dang1","deung","ddawng","tou","tou",,,
"簧","7C27","ghuang","huang2","wong4","hwang","hoangf","/ou(wau)/","kou(kwau)",,,
"簨","7C28","synx","sun3,zhuan4","seon2(seon3)","sun","tuaanr,soanj","syun","syun",,,
"簩","7C29","lau","lao2","lou4(lou6)","ro(no)","lao",,,,,
"簪","7C2A","crim,com","zan1","zaam1","jam","traam","[1]/son(somu)/[2]sin(simu)","[1]san(samu)[2]sin(simu)",,,
"簫","7C2B","seu","xiao1","siu1","so","tieeu","syou(seu)","syou(seu)",,,
"簬","7C2C","loh","lu4","lou6","ro(no)",,"/ru/","ro",,,
"簭","7C2D","zjed","shi4","sai6","seo",,,,,,
"簮","7C2E",,"zan1",,"jam","traam",,,,,
"簯","7C2F",,"qi2",,"gi",,,,,,
"簰","7C30",,"pai2","paai4,bei6","pae",,,,,,
"簱","7C31",,"qi2",,"gi",,"/hu/","/hu/",,"ho",
"簲","7C32",,"pai2",,"bi",,,,,,
"簳","7C33","kanx","gan3,gan4","gon2(gon3)","gan",,"kan","kan",,,
"簴","7C34",,"ju4",,"geo","cuwj","/go/","kyo",,,
"簵","7C35","loh","lu4",,"ro(no)",,,,,,
"簶","7C36","luk","lu4",,"rok(nok)",,"roku","roku",,,
"簷","7C37","jem","yan2","jim4(jam4,sim4)","cheom","dieem,thieemf","en(emu)","en(emu)",,,
"簸","7C38","puax,puah","bo4,bo3","bo3(bo2)","pa","bas","ha","ha",,,
"簹","7C39","tang","dang1","dong1","dang","dduwowng","tou(tau)","tou(tau)",,,
"簺","7C3A","saih","sai4",,"sae",,"sai","sai",,,
"簻","7C3B","khua,trua","zhua1","gwo1(zaa1)","gwa",,,,,,
"簼","7C3C",,"gou1","gau1(kau1)","gu",,,,,,
"簽","7C3D","chiem","qian1","cim1","cheom","thieem","sen(semu)","sen(semu)",,,
"簾","7C3E","liem","lian2","lim4","ryeom(yeom)","lieem","ren(remu)","ren(remu)",,,
"簿","7C3F","box,bak","bu4,bo2","bou6","bu,bak","booj,baj,bacj","[1]/bu/[2]/baku/","[1]/ho/[2]haku",,"[1]*bo*",
"籀","7C40","driuh","zhou4","zau6","ju","truwus","/zyuu(diu)/","tyuu(tiu)",,,
"籁","7C41",,"lai4",,"roe(noe)","laij,laix",,,,,
"籂","7C42",,"shi4",,"sik",,,,,,
"籃","7C43","lam","lan2","laam4","ram(nam)","lam","ran(ramu)","ran(ramu)",,,
"籄","7C44",,"kui4",,"gwe",,,,,,
"籅","7C45",,"yu2","jyu4","yeo",,"yo","yo",,,
"籆","7C46",,"yue4",,"hwak",,"waku","waku",,,
"籇","7C47",,"hao2","hou4","ho,mi",,,,,,
"籈","7C48","cjin,kjen","zhen1,jian1","zan1","jin",,,,,,
"籉","7C49","dai","tai2","toi4","dae",,,,,,
"籊","7C4A","dek,thek","ti4","tik1(dik6)","jeok",,"/tyaku/","teki",,,
"籋","7C4B","nriep,nep","nie4",,"seop",,,,,,
"籌","7C4C","driu","chou2","cau4","ju","truf","/zyuu(diu)/","tyuu(tiu)",,,
"籍","7C4D","ziek","ji2","zik6","jeok,ja","tichj,taj","/zyaku/","*seki*",,,
"籎","7C4E",,"yi2",,"ui",,,,,,
"籏","7C4F",,"qi2",,"gi",,"waku","waku",,,
"籐","7C50",,"teng2","tang4","deung","ddawngf","/dou/","tou",,,
"籑","7C51","zryenh","zhuan4",,"chan","soanj","/zen/","sen",,,
"籒","7C52",,"zhou4",,"ju","truwus","/zyuu(diu)/","tyuu(tiu)",,,
"籓","7C53","pyan","fan1,pan1,bian1","faan1","beon",,"/hon/","han",,,
"籔","7C54","sryox,sux","sou3,shu3","sau2,sou2","su",,"[1]/syu/[2]/su/","[1]su[2]sou",,"[1]/suu/",
"籕","7C55",,"zhou4",,"chu,ryu(yu),ju","truwus","/zyuu(diu)/","tyuu(tiu)",,,
"籖","7C56",,"qian1",,"cheom","thieem","sen(semu)","sen(semu)",,,
"籗","7C57","khuak","zhuo2","kwok3(doek3,zok6)","gwak",,"taku","taku",,,
"籘","7C58",,"teng2",,"deung",,"/dou/","tou",,,
"籙","7C59","lyuk","lu4","luk6","rok(nok)","lucj","roku","/ryoku/",,,
"籚","7C5A","lo","lu2","lou4","ro(no)",,"/ru/","ro",,,
"籛","7C5B","cen,cienx,cienh","jian3,jian1","zin1","jeon","tieen","sen","sen",,,
"籜","7C5C","thak","tuo4","tok3","tak","thacs","taku","taku",,,
"籝","7C5D","jeng","ying2",,"yeong",,"/you(yau)/","ei",,,
"籞","7C5E","ngiox","yu4",,"eo",,"/go/","gyo",,,
"籟","7C5F","lad","lai4","laai6","roe(noe)","laij,laix","rai","rai",,,
"籠","7C60","lung,lyung,lungx","long2,long3","lung4,lung5","rong(nong)","lung,loongj","/ru/","*rou*",,,
"籡","7C61",,"qie4",,"cheom",,"sen","sen",,,
"籢","7C62",,"lian2",,"ryeom(yeom)",,,,,,
"籣","7C63","lan","lan2","laan4","ran(nan)",,"ran","ran",,,
"籤","7C64","chiem","qian1","cim1","cheom","thieem","sen(semu)","sen(semu)",,,
"籥","7C65","jak","yue4","joek6","yak","thuwowcj","yaku","yaku",,,
"籦","7C66","cjyung","zhong1","zung1","jong",,,,,,
"籧","7C67","gio","qu2","keoi4,geoi2","geo","cuwf","/go/","kyo",,,
"籨","7C68","liem","lian2",,"ryeom(yeom)",,,,,,
"籩","7C69","pen","bian1","bin1","byeon","bieen","hen","hen",,,
"籪","7C6A",,"duan4","dyun6","dan","ddoans",,,,,
"籫","7C6B","cuanx","zuan3","zyun2","chan",,,,,,
"籬","7C6C","lie","li2","lei4","ri(i)","li","ri","ri",,,
"籭","7C6D","srie,sre","shai1",,"sa",,"[1]si[2]/se/","[1]si[2]sai",,,
"籮","7C6E","la","luo2","lo4","ra(na)","la","ra","ra",,,
"籯","7C6F",,"ying2","jing4","yeong","doanh","/you(yau)/","ei",,,
"籰","7C70","yak","yue4",,"hwak","duwowcj","waku","waku",,,
"籱","7C71",,"zhuo2",,"chak,gwak",,,,,,
"籲","7C72","jyoh","yu4","jyu6(joek6)","yu,yak","duj","yu","yu",,,
"米","7C73","mex","mi3","mai5","mi","meex","*mai*","*bei*",,,
"籴","7C74","dek","di2",,"jeok,jap","ddichj",,,,,
"籵","7C75",,"fan2","faan4","sip",,"si","si",,,
"籶","7C76",,"shen1",,"sin",,,,,,
"籷","7C77",,"zhe2",,"chaek",,,,,,
"籸","7C78","srin","shen1","san1(sam3)","sin",,,,,,
"籹","7C79","nriox","nv3","neoi5(jyu5)","yeo",,"/nyo/","zyo(dyo)",,,
"籺","7C7A","ghet","he2","hat6","heul",,,,,,
"类","7C7B",,"lei4",,"ryu(yu),roe(noe)","loaij",,,,,
"籼","7C7C",,"xian1",,"seon","tieen","sen","sen",,,
"籽","7C7D",,"zi3","zi2","ja","tuwr","si","si",,,
"籾","7C7E",,"ni2",,"in",,"/sya/","sa",,,
"籿","7C7F",,"cun4",,"chon",,,,,,
"粀","7C80",,"zhang4",,"jang",,,,,,
"粁","7C81",,"qian1",,"cheon",,"si","si",,,
"粂","7C82",,"zhai1",,"gu",,"si","si",,,
"粃","7C83",,"bi3",,"bi","bir","hi","hi",,,
"粄","7C84","puanx","ban3","bun2","pan",,,,,,
"粅","7C85",,"wu4","mat6","mul",,,,,,
"粆","7C86",,"sha1,chao3",,"sa",,"/sya/","sa",,,
"粇","7C87",,"kang1,jing1",,"gang","canh","kou(kau)","kou(kau)",,,
"粈","7C88","njux","rou2","nau5(jau5)","nyu(yu)",,,,,,
"粉","7C89","pyonx","fen3","fan2","bun","phaans","*hun*","*hun*",,,
"粊","7C8A","piih","bi4","bei3","bi",,,,,,
"粋","7C8B",,"cui4",,"su,swae",,"*sui*","*sui*",,,
"粌","7C8C",,"yin3",,"in",,,,,,
"粍","7C8D",,"zhe2",,"mo",,"/go/","kyo",,,
"粎","7C8E",,"mi3",,"cheok",,,,,,
"粏","7C8F",,"ta4",,"tae",,,,,,"da"
"粐","7C90",,"hu4",,"ho",,"hi","hi",,,
"粑","7C91",,"ba1","baa1","pa",,,,,,
"粒","7C92","lip","li4","nap1(lap1)","rip(ip)","lapj","*ryuu(rihu)*","*ryuu(rihu)*",,,
"粓","7C93",,"gan1",,"gam",,,,,,
"粔","7C94","giox","ju4","geoi6(geoi3)","geo",,"/go/","kyo",,,
"粕","7C95","phak","po4","pok3(paak3)","bak","phachs","haku","haku",,,
"粖","7C96","muat,met","yu4","mut6","mal",,,,,,
"粗","7C97","zox","cu1","cou1","jo","thoo","/su/","*so*",,,
"粘","7C98","nriem","nian2,zhan1","nim4(zim1)","jeom","nieem","*nen(nemu)*","/den(demu)/",,,
"粙","7C99",,"zhou4",,"ju",,,,,,
"粚","7C9A",,"chi1",,"ri(i)",,,,,,
"粛","7C9B",,"su4",,"suk","tucs","/suku/","*syuku*",,,
"粜","7C9C","theuh","tiao4",,"jo","thieeus",,,,,
"粝","7C9D",,"li4",,"ryeo(yeo)","leej",,,,,
"粞","7C9E","se,sai","xi1","sai1","seo","tee","/sai/","sei",,,
"粟","7C9F","syuk","su4","suk1","sok","tucs","/soku/","/syoku/",,"zoku",
"粠","7CA0",,"hong2",,"hong",,"/gu/","kou",,,
"粡","7CA1",,"tong2","tung4","dong",,"/zuu(duu)/","tou",,,
"粢","7CA2","cii","zi1,ci2","zi1,ci1","ja,je","tuw,tees","[1]si[2]/zi/[3]/zai/","[1]si[2]si[3]sei",,,
"粣","7CA3",,"ce4,se4","saan2","chaek",,,,,,
"粤","7CA4","yat","yue4",,"wol","vieetj","/oti(woti)/,/eti(weti)/","etu(wetu)",,,
"粥","7CA5","juk,cjuk","zhou1,yu4","zuk1,juk6","juk,yuk","chucs,ducj","[1]syuku[2]iku","[1]syuku[2]iku",,,
"粦","7CA6","lin,linh","lin2",,"rin(in)",,"rin","rin",,,
"粧","7CA7",,"zhuang1","zong1","jang","trang","*syou(syau)*","/sou(sau)/",,,
"粨","7CA8",,"bai3",,"baek",,"/kyou(kyau)/","kou(kau)",,,
"粩","7CA9",,"lao1",,"no",,,,,,
"粪","7CAA",,"fen4",,"bun","phaanr",,,,,
"粫","7CAB",,"er2",,"i",,"/oti(woti)/,/eti(weti)/","etu(wetu)",,,
"粬","7CAC",,"qu1",,"gok,guk",,,,,,
"粭","7CAD",,"he2",,"hap",,"/sai/","sei",,,
"粮","7CAE","liang","liang2",,"ryang(yang)","luwowng","*rou(rau)*","*ryou(ryau)*",,,
"粯","7CAF","ghrenh","xian4","jin6","gan,han",,,,,,
"粰","7CB0","biu","fu1,fu2",,"bu","phu","[1]/bu/[2]hu","[1]huu[2]hu",,"[1]/hu/",
"粱","7CB1","liang","liang2","loeng4","ryang(yang)","luwowng","/rou(rau)/","ryou(ryau)",,,
"粲","7CB2","chanh","can4","caan3","chan","xans","san","san",,,
"粳","7CB3","krang","jing1","gang1(gaang1)","gaeng,gyeong","canh,canhs,nganhj","/kyou(kyau)/","kou(kau)",,,
"粴","7CB4",,"li3",,"ri(i)",,,,,,
"粵","7CB5","yat","yue4","jyut6","wol","vieetj",,,,,
"粶","7CB6",,"lu4",,"rok(nok)",,"roku","roku",,,
"粷","7CB7",,"ju2",,"guk",,,,,,"kiku"
"粸","7CB8",,"qi2",,"gi",,,,,,
"粹","7CB9","syih","cui4","seoi6(seoi3)","su,swae","tuys,toais","*sui*","*sui*",,,
"粺","7CBA","breh","bai4","baai6(bai6)","pae","baij","/be/","hai",,,
"粻","7CBB","triang","zhang1","zoeng1","jang",,"tyou(tyau)","tyou(tyau)",,,
"粼","7CBC","lin","lin2","leon4","rin(in)","laan","rin","rin",,,
"粽","7CBD","cungh","zong4","zung3(zung2)","jong","toongs","/su/,/suu/","sou",,,
"精","7CBE","cieng,ciengh","jing1","zing1(zeng1)","jeong","tinh","*syou(syau)*","*sei*",,,
"粿","7CBF","kuax","guo3","gwo2","gwa","quar","[1]ka(kwa)[2]/ge(gwe)/","[1]ka(kwa)[2]ka(kwa)",,,
"糀","7CC0",,"hua1",,"hwa",,"*syou(syau)*","*sei*",,,
"糁","7CC1",,"san3,shen1",,"sam","tamr",,,,,
"糂","7CC2","somx","shen1",,"sam",,"/son(somu)/","/san(samu)/",,"zin",
"糃","7CC3",,"tang2",,"dang",,,,,,
"糄","7CC4","penx","bian1,bian3",,"byeon",,"hen","hen",,,
"糅","7CC5","nriuh","rou2","nau6(jau2,jau6)","yu","nhuwux","/nyuu(niu)/","zyuu(diu)",,,
"糆","7CC6",,"mian4",,"myeon",,,,,,
"糇","7CC7","ghu","hou2",,"hu","haauf","/gu/","kou",,,
"糈","7CC8","siox,sriox","xu3","seoi2","seo","tuw","/so/","syo",,,
"糉","7CC9","cungh","zong4",,"jong","toongs","/su/,/suu/","sou",,,
"糊","7CCA","gho","hu1,hu2,hu4","wu4","ho","hoof","/go/","ko",,,
"糋","7CCB",,"jian4","zin3","jeon",,,,,,
"糌","7CCC",,"zan1","zaam1(zam1)","chal,chan",,,,,,
"糍","7CCD","zii","ci2",,"ja",,,,,,"si"
"糎","7CCE",,"li2",,"ri(i)",,"hen","hen",,,
"糏","7CCF","set","xie4",,"seol",,"/seti/","setu",,,
"糐","7CD0",,"fu1","fu1","bu","ddoanf",,,,,
"糑","7CD1",,"nuo4","nok6(nik6)","nik(ik)",,,,,,
"糒","7CD2","biih","bei4","bei6","bi","bis","/bi/","hi",,,
"糓","7CD3","kuk","gu3,gou4",,"gok",,"*koku*","*koku*",,,
"糔","7CD4","saux,siux","xiu3","sau1","su",,"/syu/","syuu(siu)",,,
"糕","7CD5","kau","gao1","gou1","go","cao","kou(kau)","kou(kau)",,,
"糖","7CD6","dang","tang2","tong4","dang,tang","dduwowngf","/dou(dau)/","*tou(tau)*",,,
"糗","7CD7","khiux","qiu3","cau3(hau2,jau2)","gu","khuwus","/ku/","kyuu(kiu)",,,
"糘","7CD8",,"jia1",,"ga",,"/seti/","setu",,,
"糙","7CD9","chauh","cao1","cou3","jo","thaos","sou(sau)","sou(sau)",,,
"糚","7CDA",,"zhuang1",,"jang",,"*syou(syau)*","/sou(sau)/",,,
"糛","7CDB","dang","tang2",,"dang",,,,,,
"糜","7CDC","mie","mi2,mei2","mei4(mai4)","mi","mi","/mi/","bi",,,
"糝","7CDD","somx","san3,shen1","saam2(sam2,sam3)","sam","tamr","/son(somu)/","san(samu)",,,
"糞","7CDE","pyonh","fen4","fan3","bun","phaanr","hun","hun",,,
"糟","7CDF","cau","zao1","zou1","jo","tao","sou(sau)","sou(sau)",,,
"糠","7CE0","khang","kang1","hong1","gang","khang","kou(kau)","kou(kau)",,,
"糡","7CE1",,"jiang4",,"gang",,,,,,
"糢","7CE2",,"mo2","mou4","mo","moo",,,,,"mo,/bo/"
"糣","7CE3","somx","san3,shen1",,"sam",,,,,,
"糤","7CE4","sanx","san3",,"san","tanr",,,,,
"糥","7CE5",,"nuo4",,"na",,,,,,
"糦","7CE6","chjih","xi1",,"chi",,"si","si",,,
"糧","7CE7","liang","liang2","loeng4","ryang(yang)","luwowng","*rou(rau)*","*ryou(ryau)*",,,
"糨","7CE8","giangh","jiang4","goeng6(zoeng1)","gang",,,,,,
"糩","7CE9",,"kuai4",,"goe",,"/ke(kwe)/","kai(kwai)",,,
"糪","7CEA","prek,phrek","bo2","bok1","byeok",,,,,,
"糫","7CEB","ghruan","huan2",,"hwan",,"/gen(gwen)/","kan(kwan)",,,
"糬","7CEC",,"shu3","syu4","seo",,,,,,
"糭","7CED",,"zong4",,"jong",,,,,,
"糮","7CEE",,"xian4","haam5(laam6)","ham",,,,,,
"糯","7CEF","nuah","nuo4","no6","na,nan","nhu,noaj","/na/","da",,,
"糰","7CF0",,"tuan2","tyun4","dan","ddoanf",,,,,
"糱","7CF1","ngiet","nie4","jit6(jip6)","eol","nghieetj",,,,,
"糲","7CF2","lied,lad,lat","li4","lai6","ryeo(yeo)","leej","[1]/re/[2]/rati/","[1]rei[2]ratu",,,
"糳","7CF3","cak","zuo4",,"chak",,,,,,
"糴","7CF4","dek","di2","dek6","jeok","ddichj","/zyaku(dyaku)/","teki",,,
"糵","7CF5",,"nie4",,"eol","nghieetj","/geti/","getu",,"/ketu/",
"糶","7CF6","theuh","tiao4","tiu3","jo","thieeus","tyou(teu)","tyou(teu)",,,
"糷","7CF7","lanh","lan4","laan6","ran(nan)",,,,,,
"糸","7CF8","mek","mi4,si1","mik6","myeok,sa","michj","/myaku/","beki",,,
"糹","7CF9",,"si1",,"myeok,sa",,,,,,
"糺","7CFA",,"jiu1,jiu3",,"gyu","cur","kyuu(kiu)","kyuu(kiu)",,,
"系","7CFB","gheh","xi4,ji4","hai6","gye","heej","/ge/","*kei*",,,
"糼","7CFC",,"gong1",,"gong",,,,,,
"糽","7CFD",,"zheng1,zheng3","zang1","jeong",,,,,,
"糾","7CFE","kyx","jiu1","gau2(dau2)","gyu,gyo","cur,kieeur","*kyuu(kiu)*","*kyuu(kiu)*",,,
"糿","7CFF",,"gong1",,"gong",,,,,,
"紀","7D00","kix","ji4","gei2(gei3)","gi","kir","/ko/","*ki*",,,
"紁","7D01",,"cha4,cha3","caa3","cha",,,,,,
"紂","7D02","driux","zhou4","zau6","ju","truj","/zyuu(diu)/","tyuu(tiu)",,,
"紃","7D03","zsjyn,zsyn","xun2","ceon4(seon4)","sun,cheon","tuaanf","/zyun/","syun",,,
"約","7D04","qjeuh,qiak","yue1,yao1","joek3","yak,yo,jeok","uwowcs","[1]*yaku*[2]you(eu)","[1]*yaku*[2]you(eu)",,,
"紅","7D05","ghung","hong2,gong1","hung4,gung1","hong,gong","hoongf,coong","[1]/gu/[2]*ku*","[1]*kou*[2]*kou*",,"[1]*ku*",
"紆","7D06","qyo","yu1","jyu1","u","hu,u","u","u",,,
"紇","7D07","ghot,ghet","he2,ge1","gat1,hat6","heul","hootj","/goti/","kotu",,,
"紈","7D08","ghuan","wan2","jyun4","hwan","hoanf","gan(gwan)","/kan(kwan)/",,,
"紉","7D09","nrin","ren4","jan6(jan4)","in,geun","nhaan,nhaanj","/nin/","zin(din)",,,
"紊","7D0A","myonh","wen3","man6(leon6,man5)","mun","vaans","/mon/","bun",,"/bin/",
"紋","7D0B","myon","wen2,wen4","man4","mun","vawn","*mon*","/bun/",,,
"紌","7D0C",,"qiu2","kau4","gu",,,,,,
"納","7D0D","nop","na4","naap6","nap","napj","*nou(nahu)*,*nou(nohu)*","/dou(dahu)/","*na*","*naq*,*nan*,*tou(tahu)*",
"紎","7D0E",,"zi1","zi1","chi",,,,,,
"紏","7D0F",,"tou3","tau2","du,gyu","thaaur,cur","/tu/","tou",,,
"紐","7D10","nriux","niu3","nau2(nau5)","nyu(yu)","nuwux","/nyuu(niu)/","/zyuu(diu)/",,"tyuu(tiu)",
"紑","7D11","phiu,piu,phiux","fou2","fau1(fau2,fau4)","bu","phuf","/hu/","huu",,,
"紒","7D12",,"ji4,jie2,jie4","gai3","gye",,"/ke/","kei",,,
"紓","7D13","sjo,zsjox","shu1","syu1","seo","thuw","[1]zyo[2]syo","[1]/syo/[2]syo",,,
"純","7D14","zjyn,cjynx","chun2","seon4,zeon2,tyun4","sun,jun,don,jeon,chi","thuaanf,chuaanr,ddoonf,truy","[1]*zyun*[2]syun[3]/don/","[1]/syun/[2]syun[3]ton",,,
"紕","7D15","bje,phjii,chjix","pi1,pi2,bi3","pei1(pai1),pei4","bi","bif,phi","[1]/bi/[2]hi","[1]hi[2]hi",,,
"紖","7D16","drinx","zhen4","zan6(zan3)","jin",,"/zin(din)/","tin",,,
"紗","7D17","sra","sha1","saa1","sa,myo","sa","/sya/","sa",,,
"紘","7D18","ghrueng","hong2","wang4","goeng","hoanhf","/ou(wau)/","kou(kwau)",,,
"紙","7D19","cjex","zhi3","zi2","ji","chir","*si*","*si*",,,
"級","7D1A","kip","ji2","kap1","geup","caaps","/kou(kohu)/","*kyuu(kihu)*",,,
"紛","7D1B","phyon","fen1","fan1","bun","phaan","*hun*","*hun*",,,
"紜","7D1C","yon","yun2","wan4","un","vaan","un","un",,,
"紝","7D1D","njim,nrim","ren4","jam4(jam6)","im","nhaam","/nin(nimu)/","zin(zimu)",,,
"紞","7D1E","tamx","dan3","dam2(daam2,dam3)","dam",,"tan(tamu)","tan(tamu)",,,
"紟","7D1F","gimh","jin1,jin4","gam1(kam1),gam3","geum",,,,,,
"素","7D20","soh","su4","sou3","so","toos","*su*","*so*",,,
"紡","7D21","phyangx","fang3","fong2","bang","phuwowngr","/hou(hau)/","/hou(hau)/",,"*bou(bau)*",
"索","7D22","sak,sriek,srek","suo3","saak3(suk3),sok3","saek,sak","tacs,sachs","[1]*saku*[2]/syaku/","[1]*saku*[2]*saku*",,,
"紣","7D23",,"cui4",,"choe,chwae",,"[1]sai[2]sui","[1]sai[2]sui",,,
"紤","7D24",,"jiu3",,"gyu",,,,,,
"紥","7D25",,"zha1,za1",,"chal","trats",,,,,
"紦","7D26",,"ha1",,"pa",,,,,,"ha"
"紧","7D27",,"jin3",,"gin","khaanr",,,,,
"紨","7D28","phyo","fu1,fu4","fu6,fu1","bu",,,,,,
"紩","7D29","drit","zhi4","dit6","jil",,,,,,
"紪","7D2A",,"qi1",,"cheo",,"/sai/","sei",,,
"紫","7D2B","ciex","zi3","zi2","ja","tuwr","*si*","*si*",,,
"紬","7D2C","driu","chou1,chou2","cau4,cau1","ju","truwuf","[1]tyuu(tiu)[2]/zyuu(diu)/","[1]tyuu(tiu)[2]tyuu(tiu)",,,
"紭","7D2D","ghrueng","hong2",,"hoeng",,"/ou(wau)/","kou(kwau)",,,
"紮","7D2E","cret","zha1,za1","zaat3(zaap3)","chal","trats","/seti/","satu",,,
"累","7D2F","lyex,lyeh,luaih","lei2,lei3,lei4","leoi6,leoi5,leoi4","ru(nu),ra(na),ryeop(yeop)","luy,luyx,luyj","*rui*","*rui*",,,
"細","7D30","seh","xi4","sai3","se","tees","*sai*","/sei/",,,
"紱","7D31","pyot","fu2","fat1","bul","phaats","/hoti/","hutu",,,
"紲","7D32","siet","xie4","sit3","seol,ye","tieets","/seti/","setu",,,
"紳","7D33","sjin","shen1","san1","sin","thaan","*sin*","*sin*",,,
"紴","7D34","pua,phiex","bo1,bi4",,"pi,pa",,,,,,
"紵","7D35","driox","zhu4","cyu5","jeo","truwx","/zyo(dyo)/","tyo",,,
"紶","7D36",,"qu1,qu3","keoi1,heoi2","geo",,,,,,
"紷","7D37","leng","ling2",,"ryeong(yeong)",,,,,,
"紸","7D38",,"zhu4","zyu3","ju",,,,,,
"紹","7D39","zjeux","shao4","siu6","so,cho","thieeuj","/zyou(zeu)/","*syou(seu)*",,,
"紺","7D3A","komh","gan4","gam3","gam","cams","*kon(komu)*","/kan(kamu)/",,,
"紻","7D3B","qiangx","yang3","joeng2","ang",,,,,,
"紼","7D3C","pyot","fu2","fat1","bul","phaats","/hoti/","hutu",,,
"紽","7D3D","da","tuo2","to4","ta",,"/da/","ta",,,
"紾","7D3E","cjinx,trienx","zhen3,tian3","can2(zan2)","jin","chaanr,dieenx","[1]ten[2]sin","[1]ten[2]sin",,,
"紿","7D3F","daix","dai4","toi5(doi6)","tae","ddaix","/dai/","tai",,,
"絀","7D40","tryt","chu4","zyut3(ceot1,zeot1,zyut6)","chul","truaats,chuyeets","/tyuti/","tyutu",,,
"絁","7D41","sje","shi1","si1","si","thi","/se/","si",,,
"終","7D42","cjung","zhong1","zung1","jong","chung","/syu/","*syuu*",,,
"絃","7D43","ghen,huenh","xian2","jin4","hyeon","huyeenf","gen","/ken/",,,
"組","7D44","cox","zu3","zou2","jo","toor","/su/","*so*",,,
"絅","7D45","kueng,khuengx","jiong1,jiong3","gwing2","gyeong","quynhs","/kyou(kyau)/","kei(kwei)",,,
"絆","7D46","puanh","ban4","bun6(bun3)","ban","bans","/han/","/han/",,"ban",
"絇","7D47","gyo,kyoh","qu2","keoi4","gu",,"/gu/","ku",,,
"絈","7D48",,"mo4",,"maek",,"/myaku/","baku",,,
"絉","7D49",,"shu4",,"sul",,,,,,
"絊","7D4A",,"zui4","zeoi3","bon",,,,,,
"絋","7D4B",,"kuang4",,"gwang",,"kou(kwau)","kou(kwau)",,,
"経","7D4C",,"jing1",,"gyeong",,"*kyou(kyau)*","*kei*","/kin/",,
"絍","7D4D","njimh","ren4",,"im","nhaam","/nin(nimu)/","zin(zimu)",,,
"絎","7D4E","ghrangh","hang2","hong4","haeng",,"/gyou(gyau)/","kou(kau)",,,
"絏","7D4F","siet","xie4","sit3","seol","tieets","/seti/","setu",,,
"結","7D50","ket","jie2,jie1","git3(lit3)","gyeol,gye","keets","/keti/","*ketu*",,,
